mol,rmsd,hitmap,ID,Active
ClCCCN1CCN(c2cc3N(Cc4ccc(F)cc4)C=C(C(=O)/C=C(\O)/C(=O)O)C(=O)c3cc2)CC1,0.3108936,41 50 49 47,Active_226,1
Fc1cc(N2CCOCC2)c(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)cc1,0.49690524,35 50 49 51,Active_227,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C4(CCC3)CCCC4)=N2)cc1,0.48253104,29 37 36 38,Active_228,1
Fc1ccc(CNC(=O)c2c(O)c3ncccc3c(N(C(=O)C)C)c2)cc1,0.55635434,28 37 36 39,Active_230,1
Fc1cc(C(=O)NC)c(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)cc1,0.49690524,35 44 43 45,Active_231,1
Fc1ccc(Cc2cnc3C(O)=C(C(=O)NCCCN4C(=O)CCC4)C(=O)Nc3c2)cc1,0.38387159,33 41 42 43,Active_232,1
Fc1ccc(CNC(=O)c2c(O)c3ncccc3c(N3CCN(C(=O)C)CC3)c2)cc1,0.39507866,32 42 43 44,Active_238,1
Fc1ccc(CN2C(=O)c3c(O)c4ncccc4cc3C2)cc1,0.59783387,28 34 29 31,Active_239,1
O=C(NCc1cc(-c2ccccc2)ccc1)c1c(O)c(O)nc(-c2sccc2)n1,0.56733471,33 37 34 36,Active_241,1
Clc1c(F)ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)c1,0.49697408,30 42 41 43,Active_242,1
Fc1ccc(Cc2cnc3C(O)=C(C(=O)NCCN4C(=O)NCC4)C(=O)N(C)c3c2)cc1,0.38439977,36 46 45 47,Active_244,1
Fc1ccc(Cc2cnc3C(O)=C(C(=O)NCCCN4C(=O)CCC4)C(=O)N(C)c3c2)cc1,0.38333035,34 46 47 48,Active_246,1
Clc1c(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)ccc(F)c1,0.49697408,30 42 41 43,Active_247,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)cc1,0.49697408,29 40 39 41,Active_248,1
S(=O)(=O)(C)c1c(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)ccc(F)c1,0.49690524,33 51 50 52,Active_249,1
O=C(NCc1sccc1)c1c(O)c(O)nc(-c2sccc2)n1,0.74263376,25 34 26 28,Active_250,1
S(=O)(=O)(N(C)C)c1c(F)c(F)ccc1CNC(=O)C1=C(O)C(=O)N2C(C(C)(C)OCC2)=N1,0.49690524,39 51 50 52,Active_252,1
O=C(NCc1cc(C)ccc1)c1c(O)c(O)nc(-c2sccc2)n1,0.74262065,28 37 29 31,Active_253,1
Clc1ccc(CNC(=O)c2c(O)c(O)nc(-c3sccc3)n2)cc1,0.56733471,27 32 29 31,Active_254,1
Fc1c(C)cc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)OCC3)=N2)cc1,0.49690524,32 38 37 39,Active_257,1
Fc1ccc(CNC(=O)c2c(O)c3ncccc3c(N3CCN(C)CC3)c2)cc1,0.39507866,30 38 39 40,Active_258,1
Fc1ccc(COc2cc3C(=O)C(C(=O)/C=C(\O)/C(=O)O)=CN(Cc4ccc(F)cc4)c3cc2)cc1,0.31092009,40 47 46 44,Active_259,1
Brc1cc2C(=O)C(C(=O)/C=C(\O)/C(=O)O)=CN(Cc3ccc(F)cc3)c2cc1,0.31092009,31 38 37 35,Active_260,1
Fc1ccc(CN2c3c(C(=O)C(C(=O)/C=C(\O)/C(=O)O)=C2)cc(/C=C/C(=O)O)cc3)cc1,0.22893386,35 39 40 41,Active_261,1
Fc1c(F)cc(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)cc1F,0.25952464,34 42 41 44,Active_262,1
Fc1c(F)cccc1Cn1c2c(c(OC)ccc2)c(C(=O)/C=C(\O)/C(=O)OCC)c1,0.25984022,35 38 42 40,Active_263,1
Fc1c(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)cccc1,0.2597909,32 40 39 42,Active_264,1
Fc1c(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)ccc(F)c1,0.25992161,33 41 40 43,Active_265,1
Fc1cc(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)ccc1,0.25972503,32 40 39 42,Active_266,1
Fc1c(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)cc(F)cc1,0.25986481,33 41 40 43,Active_267,1
Fc1c(Cn2c3c(c(OC)ccc3)c(C(=O)/C=C(\O)/C(=O)O)c2)c(F)ccc1,0.25969359,33 41 40 43,Active_268,1
Fc1ccc(CN2c3c(C(=O)C(C(=O)/C=C(\O)/C(=O)O)=C2)ccc(N2CCOCC2)c3)cc1,0.31096196,36 44 43 41,Active_270,1
Fc1ccc(CN2c3c(C(=O)C(C(=O)/C=C(\O)/C(=O)O)=C2)ccc(N2CCN(C)CC2)c3)cc1,0.2597234,40 52 51 54,Active_271,1
Clc1c(Cl)ccc(CN2C(=O)c3c(O)c(O)ccc3C2)c1,0.59794331,25 34 28 30,Active_273,1
Fc1ccc(CN2c3c(C(=O)C(/C(/O)=C/C(=O)C(=O)O)=C2)cc(/C(/O)=C/C(=O)C(=O)O)cc3)cc1,0.28514642,38 41 46 43,Active_274,1
O=[N+]([O-])c1c(/C=C/C(O[C@@H](C(=O)O)Cc2c([N+](=O)[O-])cc(O)c(O)c2)=O)cc(O)c(O)c1,0.31092009,37 53 52 50,Active_275,1
Fc1ccc(CNC(=O)C=2C(=O)N(CCN3C(=O)CCC3)c3c(C=2O)ncc(Cc2ccccc2)c3)cc1,0.29397041,45 53 57 54,Active_277,1
S(=O)(=O)(C)c1ccc(CN2C(=O)C(C(=O)NCc3ccc(F)cc3)=C(O)c3ncc(Cc4ccccc4)cc23)cc1,0.88446242,47 59 53 61,Active_278,1
Fc1ccc(CNC(=O)C=2C(=O)N(CCN3C(=O)CCC3)c3c(C=2O)ncc(Cc2ccc(F)cc2)c3)cc1,0.29407069,46 54 58 55,Active_279,1
Fc1ccc(CNC(=O)C=2C(=O)N(CC(=O)N3CCOCC3)c3c(C=2O)ncc(Cc2ccc(F)cc2)c3)cc1,0.65736407,46 49 62 51,Active_280,1
Fc1ccc(CNC(=O)C=2C(=O)N(CC(=O)N3CCCCC3)c3c(C=2O)ncc(Cc2ccc(F)cc2)c3)cc1,0.65736407,47 48 59 50,Active_281,1
Fc1ccc(CNC(=O)C=2C(=O)N(CC(=O)N(C)C)c3c(C=2O)ncc(Cc2ccc(F)cc2)c3)cc1,0.65740234,43 52 51 54,Active_282,1
Fc1ccc(CNC(=O)C=2C(=O)C(O)=C(C(=O)OC)NC=2)cc1,0.59364504,26 33 35 36,Active_283,1
Fc1ccc(CNC(=O)C=2C(=O)C(O)=C(C(=O)O)NC=2)cc1,0.59364504,24 36 31 33,Active_284,1
Fc1ccc(CNC(=O)C=2C(=O)N(C3CCCC3)c3c(C=2O)nccc3)cc1,0.76385462,32 41 33 35,Active_285,1
Fc1ccc(CNC(=O)C=2C(=O)N(C(C)C)c3c(C=2O)nccc3)cc1,0.76385462,31 34 35 37,Active_290,1
Fc1ccc(CNC(=O)C=2C(=O)N(CCC)c3c(C=2O)ncc(Cc2ccccc2)c3)cc1,0.69838375,38 44 43 46,Active_298,1
BrC=1C2=NC(c3sc(Cc4ccc(F)cc4)cn3)=C(O)C(=O)N2C=C(N2CCOCC2)C=1,0.43982771,35 44 40 42,Active_299,1
Fc1ccc(Cc2[nH]c(C3=C(O)C(=O)N4C(C(N5S(=O)(=O)N(C)CC5)=CC(N5CCOCC5)=C4)=N3)nc2)cc1,0.44353688,40 53 49 51,Active_300,1
Fc1ccc(Cc2[nH]c(C3=C(O)C(=O)N4C(C(N5C(=O)CCC5)=CC(N5CCOCC5)=C4)=N3)nc2)cc1,0.44366404,39 53 49 51,Active_301,1
Fc1ccc(Cc2sc(C3=C(O)C(=O)N4C(C(N5S(=O)(=O)CCC5)=CC(N5CCOCC5)=C4)=N3)nc2)cc1,0.44356954,41 50 46 48,Active_302,1
Fc1ccc(Cc2[nH]c(C3=C(O)C(=O)N4C(C(N5S(=O)(=O)CCC5)=CC(N5CCOCC5)=C4)=N3)nc2)cc1,0.44356954,40 49 45 47,Active_303,1
Fc1ccc(Cc2[nH]c(C3=C(O)C(=O)N4C(C(N5C(=O)OCC5)=CC(N5CCOCC5)=C4)=N3)nc2)cc1,0.44366404,38 53 49 51,Active_304,1
O=C(O)/C(/O)=C/C(=O)C=1C(=O)N(Cc2ccccc2)C=C(Cc2ccccc2)C=1,0.3108936,33 39 38 36,Active_305,1
Fc1c(CN2C(=O)C(C(=O)/C=C(\O)/C(=O)O)=CC(Cc3c(F)cc(F)cc3)=C2)ccc(F)c1,0.25971171,37 40 46 42,Active_306,1
Fc1c(CC2=CN(Cc3c(F)cccc3)C(=O)C(C(=O)/C=C(\O)/C(=O)O)=C2)ccc(F)c1,0.25971839,36 39 45 41,Active_307,1
Fc1cc(C(=O)NC)c(CNC(=O)c2c(O)c3ncccc3c(N3S(=O)(=O)CCCC3)n2)cc1,0.66871947,39 49 42 45,Active_308,1
O=C(NCc1ccccc1)c1c(O)c2ncccc2c(N2S(=O)(=O)CCCC2)n1,0.70097929,33 43 34 36,Active_309,1
Fc1cc(C(=O)NC)c(CNC(=O)c2c(O)c3ncccc3cn2)cc1,0.3518123,27 32 33 34,Active_310,1
O=C(NC)Cc1c(CNC(=O)c2c(O)c3ncccc3c(N3S(=O)(=O)CCCC3)n2)cccc1,0.70097929,40 50 44 46,Active_311,1
O=C(N(C)C)Cc1c(CNC(=O)c2c(O)c3ncccc3c(N3S(=O)(=O)CCCC3)n2)cccc1,0.70095277,42 52 46 48,Active_312,1
Clc1cc(CN2C(=O)C3=C(O)C(O)=CC(=O)N3CC2)ccc1,0.37757361,23 35 36 37,Active_313,1
Fc1cc(C(=O)NC(C)C)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43444452,36 50 46 48,Active_314,1
O=C(NCc1c(OCC)cccc1)C1=C(O)C(=O)N(C)C(C(C)(C)C)=N1,0.43444452,29 43 39 41,Active_316,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)N3CCOCC3)(C)C)=N2)cc1,0.41823852,40 46 45 47,Active_317,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)N(C)C)(C)C)=N2)cc1,0.43445271,31 45 46 48,Active_318,1
Clc1c(F)ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)N(C)C)(C)C)=N2)c1,0.30652517,37 42 41 43,Active_319,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)OC)(C)C)=N2)cc1,0.43449125,33 48 49 51,Active_320,1
O=C(N(C)C)C(=O)NC(C)(C)C=1N(C)C(=O)C(O)=C(C(=O)NCc2c(OC)c(OC)ccc2)N=1,0.30656907,41 53 52 54,Active_321,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)O)(C)C)=N2)cc1,0.42307013,31 38 36 40,Active_322,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)=CC=C3)=N2)cc1,0.47019842,25 30 29 31,Active_323,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3ncccc3)(C)C)=N2)cc1,0.43449125,36 48 49 51,Active_327,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3ncsc3)(C)C)=N2)cc1,0.43449125,35 47 48 50,Active_329,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3ncccn3)(C)C)=N2)cc1,0.43449125,36 49 50 52,Active_330,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3nnccc3)(C)C)=N2)cc1,0.43449125,36 49 50 52,Active_331,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)N3CCN(C)CC3)(C)C)=N2)cc1,0.41818964,43 46 45 47,Active_332,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)N(C)C)(C)C)=N2)cc1,0.30652517,36 40 39 41,Active_333,1
S(=O)(=O)(N(C)C)NC(C)(C)C=1N(C)C(=O)C(O)=C(C(=O)NCc2ccc(F)cc2)N=1,0.43449125,33 49 50 52,Active_334,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N(C)C)CCC)=CC=C3)=N2)cc1,0.47582909,35 49 48 50,Active_335,1
Fc1cc(C(=O)NCC)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43444452,33 48 44 46,Active_336,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N(CC)CC)CC)=CC=C3)=N2)cc1,0.47582909,36 49 48 50,Active_337,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)N3CCOCC3)=N2)cc1,0.43445271,31 45 46 48,Active_338,1
S(=O)(=O)(NC(C)(C)C=1N(C)C(=O)C(O)=C(C(=O)NCc2ccc(F)cc2)N=1)C,0.43472329,30 46 47 49,Active_339,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C3(N(C)C)CCOCC3)=N2)cc1,0.56734663,35 42 43 45,Active_340,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N(C)C)CC)=CC=C3)=N2)cc1,0.47582909,34 47 46 48,Active_341,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(NC(=O)c4ccccc4)=CC=C3)=N2)cc1,0.47582909,33 41 40 42,Active_342,1
Fc1ccc(CN2C(=O)C3=C(O)C(O)=CC(=O)N3C=C2)cc1,0.37757361,23 34 35 36,Active_343,1
Fc1ccc(Cc2oc(-c3c(O)c4ncccc4c(N4S(=O)(=O)CCCC4)n3)nn2)cc1,0.61044341,33 39 42 44,Active_344,1
Fc1ccc(Cc2[nH]c(-c3c(O)c4ncccc4c(N4S(=O)(=O)CCCC4)n3)nn2)cc1,0.61044341,33 39 42 44,Active_345,1
Fc1ccc(CN2C(=O)C3=C(O)C(O)=CC(=O)N3CC2)cc1,0.37757361,23 34 35 36,Active_346,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)CN4CCOCC4)CC)=CC=C3)=N2)cc1,0.47582909,36 50 49 51,Active_347,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)c4oncc4)CC)=CC=C3)=N2)cc1,0.47582909,34 44 43 45,Active_348,1
S(=O)(=O)(C)c1c(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C(=O)N(C)C)(C)C)=N2)ccc(F)c1,0.30654308,39 45 44 46,Active_350,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)c4ncsc4)CC)=CC=C3)=N2)cc1,0.47582909,35 44 43 45,Active_351,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43449125,26 36 37 39,Active_352,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3[nH]c(C)nn3)(C)C)=N2)cc1,0.434448,35 49 50 52,Active_354,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)c4ncccc4)CC)=CC=C3)=N2)cc1,0.47582909,36 45 44 46,Active_355,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)c4ccncc4)CC)=CC=C3)=N2)cc1,0.47582909,36 45 44 46,Active_356,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)c4oc(C)nn4)CC)=CC=C3)=N2)cc1,0.47568196,35 46 45 47,Active_357,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(NCC)=CC=C3)=N2)cc1,0.47580585,27 32 31 33,Active_358,1
S(=O)(=O)(C)c1c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)ccc(F)c1,0.43449125,32 47 48 50,Active_359,1
Fc1cc(-c2onc(C)n2)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43432152,33 47 43 45,Active_360,1
Fc1cc(C(=O)NCCC)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43444452,33 50 46 48,Active_361,1
Fc1cc(C(=O)NC)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43471417,30 47 43 45,Active_362,1
O=C(NCc1c(OCC)cccc1)c1c(O)c(O)nc(C(C)(C)C)n1,0.74218482,31 41 32 35,Active_363,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)C)(C)C)=N2)cc1,0.43445271,30 42 43 45,Active_364,1
FC(F)(F)CNC(=O)c1c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)ccc(F)c1,0.43444452,36 48 49 51,Active_365,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N4CCN(C)CC4)CC)=CC=C3)=N2)cc1,0.47582909,38 53 52 54,Active_367,1
Fc1cc(C(=O)NC)c(CNC(=O)c2c(O)c(O)nc(C(C)(C)C)n2)cc1,0.77517802,33 45 36 39,Active_369,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3ocnc3)(C)C)=N2)cc1,0.43449125,34 47 48 50,Active_370,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(CNC(=O)c4ccccc4)=CC=C3)=N2)cc1,0.2782208,36 39 40 41,Active_372,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N(C)C)C(C)C)=CC=C3)=N2)cc1,0.47582909,35 49 48 50,Active_373,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3nc[nH]c3)(C)C)=N2)cc1,0.43449125,34 47 48 50,Active_374,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(N(C(=O)C(=O)N(C)C)C)(C)C)=N2)cc1,0.43449125,35 52 53 55,Active_375,1
Fc1ccc(CNC(=O)c2c(O)c3ncccc3cn2)cc1,0.74262065,26 33 27 29,Active_376,1
Fc1cc(C(=O)N)c(CNC(=O)C2=C(O)C(=O)N(C)C(C(C)(C)C)=N2)cc1,0.43449125,31 42 43 45,Active_377,1
O=C(NCc1c2[nH]ccc2ccc1)C1=C(O)C(=O)N(C)C(C(C)(C)C)=N1,0.43449125,29 39 40 42,Active_378,1
Fc1ccc(CN2C(=O)C3=C(O)C(O)=C(C#N)C(=O)N3CC2)cc1,0.41291863,26 34 35 36,Active_379,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C)C)=CC=C3)=N2)cc1,0.47580585,27 33 32 34,Active_380,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N(C)C)C)=CC=C3)=N2)cc1,0.47582909,33 46 45 47,Active_381,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(N(C(=O)C(=O)N4CCCC4)CC)=CC=C3)=N2)cc1,0.47582909,37 48 47 49,Active_382,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4onc(C)c4)CC3)=N2)cc1,0.49741954,39 49 48 50,Active_383,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)NC(=O)C3)=N2)cc1,0.41455379,28 33 32 34,Active_384,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nc(C)on4)CC3)=N2)cc1,0.49741954,38 49 48 50,Active_385,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)N(C)C)CC3)=N2)cc1,0.49690524,38 51 50 52,Active_386,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nccnc4)CC3)=N2)cc1,0.49690524,37 47 46 48,Active_387,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4[nH]nnc4)CC3)=N2)cc1,0.49690524,36 45 44 46,Active_388,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)N4CCCC4)CC3)=N2)cc1,0.49690524,39 48 47 49,Active_389,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CCN4CCOCC4)CC3)=N2)cc1,0.49697408,38 49 48 50,Active_390,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)O)CC3)=N2)cc1,0.46022773,34 49 48 46,Active_391,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ccccc4)CC3)=N2)cc1,0.49690524,38 47 46 48,Active_392,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(C(=O)C)CC3)=N2)cc1,0.41962585,32 35 36 37,Active_393,1
S(=O)(=O)(N(C)C)N1C(C)(C)C2=NC(C(=O)NCc3ccc(F)cc3)=C(O)C(=O)N2CC1,0.49704295,37 52 51 53,Active_394,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CCN(C)C)CC3)=N2)cc1,0.49690524,37 48 47 49,Active_395,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)N4CCOCC4)CC3)=N2)cc1,0.49690524,39 50 49 51,Active_396,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)N4CCN(C)CC4)CC3)=N2)cc1,0.49690524,42 57 56 58,Active_397,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ocnn4)CC3)=N2)cc1,0.49690524,36 45 44 46,Active_399,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ncoc4)CC3)=N2)cc1,0.49690524,36 45 44 46,Active_400,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)NS(=O)(=O)C3)=N2)cc1,0.56735522,31 44 45 47,Active_401,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(C)CC3)=N2)cc1,0.49690524,31 41 40 42,Active_402,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(C(=O)NCC)CC3)=N2)cc1,0.49690524,35 47 46 48,Active_403,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C([C@H](N(C)C)CCC3)=N2)cc1,0.47580585,27 40 39 41,Active_405,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nnn(C)c4)CC3)=N2)cc1,0.49741954,38 48 47 49,Active_406,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4onc(C)n4)CC3)=N2)cc1,0.49741954,38 49 48 50,Active_407,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4[nH]nnn4)CC3)=N2)cc1,0.49690524,36 45 44 46,Active_408,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nn(C)nn4)CC3)=N2)cc1,0.49741954,38 50 49 51,Active_409,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nn(C)cc4)CC3)=N2)cc1,0.49741954,39 49 48 50,Active_410,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4c[nH]nc4)CC3)=N2)cc1,0.49690524,37 46 45 47,Active_411,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4n(C)nnc4)CC3)=N2)cc1,0.49690524,38 50 49 51,Active_412,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)NCC3)=N2)cc1,0.49697408,29 40 39 41,Active_413,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CCc4ncccc4)CC3)=N2)cc1,0.49690524,39 48 47 49,Active_414,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ncccc4)CC3)=N2)cc1,0.49690524,38 47 46 48,Active_415,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4n(C)ncc4)CC3)=N2)cc1,0.49690524,39 50 49 51,Active_416,1
S(=O)(=O)(C)N1C(C)(C)C2=NC(C(=O)NCc3ccc(F)cc3)=C(O)C(=O)N2CC1,0.49690524,34 43 42 44,Active_417,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(C(=O)C(=O)N(C)C)CC3)=N2)cc1,0.49690524,38 53 52 54,Active_418,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)NC)CC3)=N2)cc1,0.49690524,36 49 48 50,Active_419,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4n(C)nnn4)CC3)=N2)cc1,0.49690524,38 51 50 52,Active_420,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ocnc4)CC3)=N2)cc1,0.49690524,36 46 45 47,Active_421,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4oc(C)nn4)CC3)=N2)cc1,0.49741954,38 50 49 51,Active_422,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)NCCC3)=N2)cc1,0.5739482,27 41 40 42,Active_423,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CC(=O)N)CC3)=N2)cc1,0.41964737,35 46 47 48,Active_424,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4[nH]ncc4)CC3)=N2)cc1,0.49690524,37 46 45 47,Active_425,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4nn(C)cn4)CC3)=N2)cc1,0.49741954,38 49 48 50,Active_426,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4ncsc4)CC3)=N2)cc1,0.49690524,37 46 45 47,Active_427,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(CCN(CC)CC)CC3)=N2)cc1,0.49690524,39 50 49 51,Active_428,1
Fc1ccc(CNC(=O)C2=C(O)C(=O)N3C(C(C)(C)N(Cc4oc(C)cn4)CC3)=N2)cc1,0.49741954,39 50 49 51,Active_429,1
Clc1c(F)ccc(CN2C(=O)c3c(O)c(O)cc(S(=O)(=O)N(CC)CC)c3C2)c1,0.88425767,30 47 46 44,Active_430,1
Clc1c(F)ccc(CN2C(=O)c3c(O)c(O)cc(S(=O)(=O)N(CC(=O)O)C)c3C2)c1,0.38041779,34 40 41 38,Active_431,1
Clc1c(F)ccc(CN2C(=O)c3c(O)c(O)cc(S(=O)(=O)NCC(=O)O)c3C2)c1,0.41962576,33 36 37 38,Active_432,1
Clc1cc(C(=O)NNC(=O)C=2C(=O)Oc3c(OC)cccc3C=2)c(O)cc1,0.44108304,29 44 33 42,Active_435,1
