mol,rmsd,hitmap,ID,Active
S(CCn1c(-c2cc(NC(=O)OC)c(Oc3ccc(C(=O)C)cc3)cc2)nc2c1cccc2)C,0.20368315,37 47 46 48,DEKOIS-27438,0
O=C(OCc1nc(C)c2c(sc3C(=O)CC(C)(C)Cc23)n1)c1cc(C)c(C=COC)cc1,0.2383274,33 44 45 46,DEKOIS-27440,0
O=C(N(Cc1occc1)C1C=C(C)S(=O)(=N)C1)NCCOc1cc(-c2ccc(C)cc2)ccc1,0.82606471,41 47 44 45,DEKOIS-27442,0
SC(NCC(C#N)c1ccc(C)cc1)=C(C=CCOC(=O)c1occc1)c1occc1,0.41500399,38 41 42 43,DEKOIS-27444,0
O=C(NC1C(=O)C(=Cc2cocc2)SC1)N1CC(=Cc2c(C=CC)ccc(C#N)c2)OC(C)C1,0.55410177,36 47 48 49,DEKOIS-27445,0
O=C(Nc1cc2N(C)C(=O)Oc2cc1)CC=Cc1cc(Cc2c(C)nc(CC)s2)c(OC)cc1,0.42937058,42 48 49 50,DEKOIS-27447,0
SOC(=O)C=CC=Cc1cc(OC)c(C=NNC(=O)C(C=Cc2cc(C#N)ccc2)=CC)cc1,0.25321206,38 45 43 44,DEKOIS-27449,0
S(Cc1n(CCOC)ccc1F)C=1NC(=O)c2c(cc3OC(C#N)(COCC#N)COc3c2)C=1,0.19251075,37 45 46 47,DEKOIS-27451,0
SCC(C)N1C(=O)C=CC(c2cc(F)c(NC(=O)C(=O)Nc3cc(C(=O)OC)ccc3)cc2)=N1,0.27467078,35 41 42 43,DEKOIS-27452,0
S(CCN1C(=O)CNC(=O)C(C(=O)N2CC(CO)(C)OCC2)=N1)c1cc(F)c2c(c1)cccc2,0.62802541,40 47 52 54,DEKOIS-27453,0
Fc1c(Oc2cc(NC(=O)C(=O)N(CC(=O)N(C)C)Cc3sc(C)cc3)ccc2)ccnc1,0.75042868,39 46 42 44,DEKOIS-27454,0
SC(=CC)COC(=O)CN1C(=O)C(Oc2c(F)cccc2)CC(NC(=O)Nc2ccccc2)=N1,0.69906211,39 48 41 43,DEKOIS-27455,0
S(CC(=O)OC)CC(=O)Nc1c(C#N)c2c(c(C=CC(F)O)c(CCC)c3c2C(=O)NC=C3)s1,0.40198967,41 49 50 51,DEKOIS-27456,0
[SH](=O)(=O)C=C1N(C(=O)C=2C(c3c(-c4c(F)cc(OC)cc4)nn(C)c3)CC(=O)NC=2)CCCC1,0.57686663,37 42 44 46,DEKOIS-27458,0
S(C(=NC(=O)Nc1c(OCc2cc(N)ccc2)cccc1)N1C(C(=O)OC)=C(F)C(=O)C=C1)C,0.27465862,39 45 46 47,DEKOIS-27459,0
O=C(NC=1C(=O)N(CC2OCCC2)C=CC=1)C(C)c1sc(-c2nc(C(C)(C)C)on2)cc1,0.54198253,33 46 47 48,DEKOIS-27461,0
S(CC(ON=CN)C(=O)N(C)c1cc(F)c(Oc2ccc(C(=O)OC)cc2)cc1)C=1C=NCC=1,0.20367475,35 41 42 43,DEKOIS-27462,0
Fc1oc(CN2C(=O)C(=O)NC=3C(=O)NC(C)=C(C(C=C)=CCSC(C)=NC(=O)CC2)C=3)cc1,0.24955119,42 52 53 54,DEKOIS-27464,0
[SH](=O)(=O)CCN(C(=O)c1n[nH]c2c1cc(C(=CC(=O)NCCOc1c(F)cccc1)C)cc2)C,0.78022236,40 52 53 54,DEKOIS-27466,0
Fc1n(C)c(C)cc1CNC(=O)N1C(Cc2nc(C3OC(=O)C(OC(=O)C)C3)sc2)CCCC1,0.40701991,35 51 52 53,DEKOIS-27467,0
S(CC(=O)Oc1c(F)cc(NC(=O)C(=O)Nc2c(C)cccc2)cc1)CC(=O)N(CC#N)CC,0.38303137,39 42 46 44,DEKOIS-27468,0
S(C)c1nc(COC(C)C)c2C(=O)NC(c3c(F)cc(OC)cc3)CC(=O)NCCCOc2n1,0.6352492,37 50 49 48,DEKOIS-27469,0
Fc1c(CNC(=O)C=CC=2S(=O)(C)=NC(=C)C=2)ccc(C(=O)OCC(=O)Nc2ccncc2)c1,0.20887372,36 46 47 48,DEKOIS-27471,0
S(CCC(=O)NN=C(C(C(=O)OC)=CC=CC)c1c(C(=O)OCC)c(F)[nH]n1)c1ccccc1,0.40185484,40 46 47 48,DEKOIS-27473,0
Fc1c(NC(=O)c2scc(C)n2)cc(C(=O)COC(=O)C=2N(CC3CC3)C(=O)N=C(C)C=2)cc1,0.61284828,38 44 46 47,DEKOIS-27474,0
Fc1cc(-c2oc3nc2N(Cc2c(C)onc2C)CC(=O)NC=CCC(C(=O)O)SC3)ccc1,0.27274439,42 47 48 49,DEKOIS-27475,0
Fc1c(N2C(=O)C(=Cc3oc(COC)cc3)SC2=NC)cc(NC(=O)C(=O)N(CC)CC)cc1,0.51337552,35 50 44 51,DEKOIS-27477,0
S(C(C(=O)Nc1c(F)cccc1)=C(C)N1C(C)=CC(=O)C=CC=NC=C(C(=O)OC)C=N1)C,0.22904156,40 48 47 49,DEKOIS-27481,0
Fc1c(OC2C(=O)NC(=O)CC=C2)ccc(C=CCNC(=O)C=Cc2ccncc2)c1,0.27037111,34 42 43 44,DEKOIS-27482,0
Fc1c(-c2c(C)c(NC(=O)c3sc(CNC=O)cc3)n(C)n2)cc(C(=O)OCCOCC)cc1,0.25188193,35 44 45 46,DEKOIS-27484,0
S(C(N=C)=CC)CC(=O)C1(C)OCCN(C(=O)C(=O)Nc2cc(F)c(OC(C=C)=CC)nc2)C1,0.41823852,41 49 48 50,DEKOIS-27485,0
Fc1c(C=C2C(=O)N=C(NC=CC)OC(C=CCO)=NC(=O)CSCC(=O)N2)ccc(CC)c1,0.11657541,40 49 50 51,DEKOIS-27488,0
S(CC(=O)OCC(=O)Nc1cc[n+]cc1)c1nccc(-c2cc(CC(=O)NC=O)c(F)cc2)c1,0.46364471,39 48 49 50,DEKOIS-27489,0
FC(=O)c1c(CCCC)oc(CNC(=O)COC(=O)c2c(N(C)c3sc(C)nn3)cccc2)c1,0.4197146,40 44 45 46,DEKOIS-27491,0
S(Cc1ccccc1)c1c(F)c(CN2C(=O)C(C(=O)N3CCOCC3)(C)OC2=O)cc(C)n1,0.41793945,40 46 45 47,DEKOIS-27496,0
S(=O)(=O)(Nc1c(C)cccc1)CC(C(N(C(=O)C1COCC1)CC(=O)NC)=NC)=CC=C(F)C,0.41964737,43 52 53 54,DEKOIS-27497,0
Fc1c(O)c(NC(=O)C(=O)NC(=Cc2sc3c(n2)ccc(C(=O)N(CC(O)C)C)c3)C)ccc1,0.1488834,36 44 45 46,DEKOIS-27498,0
S(=O)(=O)(CCc1cc(NC(=O)NC(C)c2c(OCC)cc(F)cc2)ccc1)N1C=CC(=O)C1,0.30994025,39 52 51 53,DEKOIS-27499,0
S(C(C(=O)NN=C(C#N)c1cc(F)c(C#N)cc1)=CC=C(O)C(OC)OC)CCc1occc1,0.57218939,36 44 45 47,DEKOIS-27500,0
FC=1c2n(-c3c(ccc(NC(=O)CCN(C(=O)NCC#C)CCC(=O)OCC#N)c3)C=1)ccc2,0.44075704,41 49 50 51,DEKOIS-27501,0
Fc1nc(CCCN2C(C(=CC=C(O)N3CC(C4OCCCC4)OCC3)C)=NC(=O)N2)ccc1,0.67080665,35 46 47 43,DEKOIS-27502,0
Fc1c(-c2nnc(c(C)c2)-c2cc(OCC(=O)NC(=O)N)ccc2)ccc(OCC=CC#N)c1,0.3802571,40 50 48 51,DEKOIS-27503,0
Fc1cc(OC(=O)C=Cc2ccc(-n3nccc3)cc2)cc(C(=O)NN=CC=2C(=O)NCC=2)c1,0.2708652,37 47 45 46,DEKOIS-27505,0
Fc1c(N)ccc(C(=O)Nc2c(CC)ccc(OC(=O)C=CC3=CC(=O)N(CC#N)N=C3)c2)c1,0.29007503,38 45 46 47,DEKOIS-27506,0
Fc1c(OC)c(C(=O)N2CCC(C(=O)Nc3nnc(-c4cnccc4)cc3)CC2)cc(O)c1C,0.74281853,37 46 49 47,DEKOIS-27507,0
FC(Oc1ccc(C#CCNC(=O)n2c(C3CC3)nc3c2cccc3)cc1)COC(=O)CN=N,0.41960418,37 44 45 46,DEKOIS-27512,0
Fc1c(-c2oc(CNC(=O)CCNC(=O)C(=O)N(C=NC)CC=C)cc2)ccnc1,0.44076025,35 45 46 47,DEKOIS-27513,0
Fc1c(-c2nc(N3CCC(N4C(=O)C(=CCO)NC(=O)C4C)CC3)nc(C(=O)C)c2)cccc1,0.2611559,35 41 54 43,DEKOIS-27514,0
Fc1c(Cc2cc(C#N)ccc2)[nH]cc1CNC=1N(C)C(=O)OC(=O)C=1C=CN(CCOC)C,0.56755233,43 47 48 49,DEKOIS-27515,0
FC=CC=CCN1C(=O)C(=CC=C2C=CC(NC(=O)Nc3c(CC=C)nn(C)c3)CC2)OC1=O,0.37146026,41 50 51 52,DEKOIS-27516,0
Fc1c(-c2onc(C(=O)NC3C(C)CCC3)c2)ccc(C=NNC(=O)c2cc(OC)ncc2)c1,0.10687261,35 44 42 43,DEKOIS-27517,0
Fc1c(CC(=O)NCCOc2c(C#N)cc(CC#N)cc2)ccc(OCC(=O)NCCC#N)c1,0.41962585,38 43 44 45,DEKOIS-27520,0
Fc1c(COC(=O)CCCC=2C=NCCC=2)cc(NC(=O)Nc2ncc(OCC#N)cc2)cc1,0.40195245,40 46 47 48,DEKOIS-27521,0
FCC=C(C=C)C1=NC(=NC(=O)c2oc(CNC(=O)c3occc3)cc2)c2n(C)c(C)cc2N1,0.35735062,41 49 50 51,DEKOIS-27522,0
Fc1c(COCCNC(=O)N2CCN(C=O)CC2)ccc(Oc2c(C(C=C)=C)c(C)ncn2)c1,0.41818964,43 52 51 53,DEKOIS-27524,0
FN(C(=O)C)CCNC(=O)c1cc(C(=O)NN=CC(=Cn2c(C)ccc2)c2occc2)ccc1,0.27329919,35 45 46 47,DEKOIS-27525,0
Fc1c(CN(C(=O)C2OC(=Cc3oc(C(C=C)=CC)nn3)CC2)CC(=O)NC)c(NC)ccc1,0.41968131,41 50 51 52,DEKOIS-27527,0
Fc1c(NC(=O)CN2C(N=CCC)=NC3=C(C2=O)CCCC3)cc(NC(=O)COCC=C)cc1,0.64630544,35 42 46 45,DEKOIS-27528,0
Fc1c(NC(=O)C2CC2)nc(C(=O)OCC(=O)N=C2N(c3ccccc3)C(CC)CCN2)cc1,0.41962564,39 42 43 44,DEKOIS-27529,0
Fc1c(NC(=O)CN(C(=O)c2occc2)CCCC(=O)c2cnc(NCC#N)cc2)cccc1,0.56826937,38 42 50 44,DEKOIS-27530,0
Fc1c2c(ccc1)CC(NC(=O)Nc1n(C(=CC(=O)O)CO)ncc1-c1nc(C)ccc1)CC2,0.33075199,40 42 43 44,DEKOIS-27533,0
Fc1c(OCC)ccc(-c2n[nH]c3C(=O)N(C)C(C(=O)Nc4ccc(C(=O)NC)cc4)=Cc23)c1,0.20358308,37 49 50 51,DEKOIS-27535,0
Fc1c(CN2CC(C=3n4c(C(=O)OC)c([O-])nc4NC(=O)C=3)CCC2)nc(C)cc1CCCC,0.3912102,41 45 46 47,DEKOIS-27538,0
Fc1c(OCC(=O)OC)cc(C(=O)Nc2cc(C)c(Nc3nc(N(CC)C)ncc3)cc2)cc1,0.41964737,40 48 49 50,DEKOIS-27542,0
FC=COCCNc1c(C=2OC(=O)N=C(NC(CCCN3C(=O)CCC3)C)N=2)cc(C)c(C)c1,0.38358063,36 45 46 47,DEKOIS-27543,0
FC=1C(C=CC(C(=O)N(CCO)CCC(=O)NC(C=C)=C)C)=NN(c2c(C)nccc2)C(=O)C=1,0.70123494,40 50 46 48,DEKOIS-27544,0
Fc1c(-c2nc-3nc(C(=O)NCC4N(C(=O)CC4)C#COc4nccc-3c4)c2)ccc(OC)c1,0.33480719,38 46 47 48,DEKOIS-27546,0
Fc1c(N=CN(CC(=O)N2CC(=O)NCC2)CC(O)(C)c2ccc(OC(N)=C)cc2)cccc1,0.39789131,41 52 47 51,DEKOIS-27548,0
FOCC[N+](Cc1cc2N(C=CC(=O)OC)C(=NC(=O)NCC#C)Nc2cc1)C1CC(C)CC1,0.27475852,42 50 51 52,DEKOIS-27550,0
FC1C(OCc2[nH]nc3c2[nH]c2c3CCN(C(=O)N(C)C3CC(=O)c4c(occ4)C3)C2)C=CC1,0.37617812,37 48 47 49,DEKOIS-27551,0
FC=1C(=C)N(c2ccc(C=3n4c(C(=O)NN=3)cc(C(=O)N3C(C)C(=O)OCC3)c4)cc2)C=CC=1,0.26241115,37 42 43 44,DEKOIS-27552,0
Fc1c(OCC(=O)NN=Cc2c(C#N)cn(-c3cc4OCCC(=O)c4cc3)c2)ccc(C#N)c1,0.27443549,39 47 48 49,DEKOIS-27553,0
O=C(NCC1OCCC1)Nc1c(N(C(=O)c2nn3c(c2)C=C(C=O)C=C3)C2CC2)cccc1,0.21146938,34 41 40 42,DEKOIS-27554,0
Fc1c(NC(=O)COc2c(OC3CC(=O)NC3)c3c(n(CC#N)cc3)cc2)ccc(C#N)c1,0.43009943,36 42 43 44,DEKOIS-27555,0
Fc1cc2nc(C(O)C3C(=O)N(C)CC4=NC(C)=C(C)CN4C(=C)OC(=O)C=CC3)[nH]c2cc1,0.40707058,37 46 45 47,DEKOIS-27556,0
Fc1cc(OC)cc(Nc2nc(C=CC(=O)N3CC4=C(NC(=O)C(COC)=C4)CC3)ccn2)c1,0.25793225,36 49 48 50,DEKOIS-27558,0
Fc1oc(C=C(C(=O)NCCNC(=O)NC2c3c(Oc4ncccc24)nccc3)C)cc1,0.30631459,35 39 40 41,DEKOIS-27559,0
Fc1c(C(=O)N=CO)ccc(N2C(=O)CCC2C(NC(=O)c2nn(-c3ccccc3)cc2)C)c1,0.20388131,38 47 48 49,DEKOIS-27561,0
Fc1cc(Oc2c(N3CC4=NNC(=O)C(=O)N4CC3)ccc(C(=O)NC(C=C)=CC)c2)ccc1,0.49690521,40 50 49 51,DEKOIS-27562,0
Fc1c(C(=O)Nc2c3nc(CN4C(=O)NCC4)ncc3c(OC)cc2)ccc(OC(C)(C)C)c1,0.42950925,42 51 50 52,DEKOIS-27564,0
Fc1c(C(C)(C)C)ccc(NC(=O)C(Oc2ccc(N=C3N(C(=O)C)N=CC=N3)cc2)C)c1,0.41927379,39 41 42 43,DEKOIS-27566,0
Fc1c(-c2n[nH]c(C(=O)N3CC4C(O)(CN(C(=O)C(=O)NCC)CC4)CC3)c2)ccc(C=C)c1,0.2475445,37 42 41 43,DEKOIS-27567,0
Fc1c(C(=O)N2CCCC2)ccc(C(OC)CCn2c(C(=O)NNC=O)cc3c2ccnc3)c1,0.78968543,37 41 42 45,DEKOIS-27568,0
FC(C(=O)NCCCC(=O)Nc1cc2[nH]c(C(=O)N3CCCC3)cc2cc1)c1c(C)onc1C,0.24461432,36 49 50 51,DEKOIS-27569,0
Fc1cc(NC(=O)C=C2C(=C(NC(=O)C)C)C(=O)N(Cc3ncccc3)C(=O)C2)ncc1,0.41964737,36 40 41 42,DEKOIS-27572,0
FCC=1N2N=C(C(=O)N3CCC(C(=O)N(CCOc4c(O)cccc4)C)CC3)NC2=CCCC=1,0.15965615,36 44 45 46,DEKOIS-27578,0
Fc1c(-c2oc(C3CC3)nc2)ccc(C(=O)NN=Cc2cn(C)c(C(=O)OCC=CC#N)c2)c1,0.20210269,36 41 43 44,DEKOIS-27580,0
Fc1c(N2CC(C)(C)OC(C)C2)ccc(-c2c(C(=O)NCC(=O)N3CCOCC3)cn(C)n2)c1,0.41804546,43 51 50 52,DEKOIS-27581,0
FCCCOC(=O)c1cnc(NC(=O)c2cc(CN3C(=O)c4c(N=C3)cncc4)ccc2)cc1,0.29632017,37 50 51 52,DEKOIS-27582,0
Fc1c(NC(=O)C=2C(=O)N(c3ccccc3)C=CC=2)cc(C(=O)N2CCN(C(=O)N)CC2)cc1,0.41822603,38 40 41 42,DEKOIS-27586,0
FC(=CC)C=C1N(CCC)C(=O)C2C(C(=O)N(C)Cc3c(C)n(C)cc3C(=O)NNC(=O)C2)=C1,0.41296959,36 52 51 49,DEKOIS-27589,0
FCOc1cc(C=NNC(=O)C(=O)N2Cc3nc(N(C(=CC)C)CC)ccc3CC2)c(O)cc1,0.27051213,36 45 44 46,DEKOIS-27593,0
Fc1c(Nc2oc(C=C(C#N)C(=O)NC3C(=O)N(CCC)c4c3cc(O)cc4)cn2)cccc1,0.6811586,39 41 45 43,DEKOIS-27594,0
Fc1cc(-c2nn(C)c(C(=O)NC(C(=O)N3CCOCC3)=C3C(=O)NC(C)=C3)c2)ccc1,0.55216658,33 44 49 51,DEKOIS-27595,0
FCCC=1C(C)=NN2C(=CC3c4c(C(=O)C(=O)C3)cccc4)N=CC(C(=O)NC(CO)C)=C2N=1,0.34918889,36 44 47 48,DEKOIS-27596,0
Fc1cc(NC(=O)C(Oc2ccc(O)cc2)=CC=C2N(C=C)C=NC(=O)N2)cc(CN(C)C)c1,0.64521962,38 43 44 45,DEKOIS-27599,0
Fc1c(c(C)ccc1)-c1ccc(OCc2occ(C(=O)NNC(=O)N3CCCC3)c2)cc1,0.30136463,35 43 44 45,DEKOIS-27600,0
S(=O)(=O)(N)CCN1C(=O)C(C(=O)N2C(CC(=O)c3ccc(C)cc3)c3c(cccc3)C2)=NN=C1CF,0.85747105,43 49 58 60,DEKOIS-27603,0
S(CC(=O)N1CC(C)CCC1)C1=NC2=C(C(=O)N1)CN(C(=O)CNC(=O)CCc1oc(F)cc1)CC2,0.22011985,38 52 49 53,DEKOIS-27604,0
Fc1cc(Oc2c(OCC(=O)N=C3SC=4N(CC)C=CN3N=4)cccc2C2C(O)CC(=O)N2)ccc1,0.37712061,38 50 51 52,DEKOIS-27608,0
O=C(NCCc1c(C)nsc1)c1c(C)n(C)cc1-c1noc(CN2C(=O)C3OCCCC3C2=O)c1,0.32721815,38 49 50 51,DEKOIS-27610,0
S(=O)(=O)(O)c1ccc(NC(=O)CCN2C(=O)c3nnn(Cc4c(F)cc(C)cc4)c3CC2(C)C)cc1,0.65281671,39 58 53 56,DEKOIS-27611,0
[SH](=O)C=Cc1nc(-n2c(C)c(C(=O)Nc3c(F)ccc(C(=O)OCCCO)c3)cn2)n2c1C=CCC2,0.63333213,38 46 45 48,DEKOIS-27613,0
Fc1c2NC(=O)c3nc(NC(=O)CCC4OCCC4)sc3-c2c(C(=O)N2CC(=O)N(C)C(C)C2)cc1,0.41962564,43 57 58 59,DEKOIS-27614,0
S(CCF)C1=C(C)C2C(=O)Nc3c(OCCCOc4nncc(NC(=O)C(=O)N2CC1)c4)cccc3,0.66642624,37 47 46 49,DEKOIS-27615,0
Fc1c2Oc3ccc(OCCc4nn(C)nc4CSCCN(CCO)C(=O)C(=O)Nc(c1)cc2)cc3,0.43651369,43 52 53 54,DEKOIS-27616,0
FCOc1c(O)c(C)cc(-c2scc(C(O)CC(C(=O)OCC#N)N3CC(C#N)CCC3)n2)c1,0.61498994,36 45 44 48,DEKOIS-27618,0
S(C(N(C(=O)C=1C(=O)NC=2NNC(=O)C=2C=1)C)=Nc1c(OC)cccc1)CCOc1c(F)cccc1,0.33934748,39 49 50 51,DEKOIS-27619,0
Fc1c(N(C(=O)N=C2N(c3ccc(CO)cc3)C(=O)C(CNC(=O)C(C=N)=C)S2)C)ccc(OC)c1,0.54905319,39 46 47 48,DEKOIS-27620,0
S=C1N(CC(C)N2C(=O)N(CC(O)=CC)OC2=O)C(=O)NN1c1cc(F)c(-c2ccc(C)cc2)cc1,0.392874,42 54 51 56,DEKOIS-27621,0
Fc1c(NC(=O)C(=O)Nc2ccc(N3C(N4CCOCC4)=NC(C)=CC3=O)cc2)cc(C=O)cc1,0.27465209,37 52 51 53,DEKOIS-27623,0
S(C)c1oc(C=C(C(=O)NCC2C(=O)N(N)CO2)c2cc(F)cc(NC(=O)c3ccncc3)c2)cc1,0.40901837,42 51 52 53,DEKOIS-27627,0
[SH](=O)(=O)CC(NC(=O)N(CC1=C(C(=O)C)C(c2ccncc2)CC(NC)=N1)c1cc(F)cc(O)c1)=C,0.71625656,40 48 46 50,DEKOIS-27628,0
Fc1cc(OC)cc(C(=NNC)c2ccc(NC(=O)C3SC(=NC(=O)C)N(CCO)C(=O)C3)cc2)c1,0.41964737,42 55 56 57,DEKOIS-27629,0
S(CCC(=O)N1C(C(=O)NC=2C(=O)NC3(C=C)C=2C=NC3)CCC1)c1ncc(C(=O)OCCF)cc1,0.22326897,39 50 51 52,DEKOIS-27630,0
S(CC=Cc1cc(OC)c(F)cc1)c1nc(C(=O)N=C2N(CCO)c3c(c(C)oc3)C(=O)N2)ccn1,0.74085695,41 47 51 49,DEKOIS-27631,0
Fc1cc(NC(=O)c2nc(-c3ccccc3)sc2)cc(C(=O)N2CCN(C(=O)COC(=O)N)CC2)c1,0.25064522,37 49 50 51,DEKOIS-27633,0
S(C=C(C(=O)N(Cc1c[nH]nc1)c1c(F)cc(C)cc1OC)C(=O)N=C1N(CCOC)C=CC1O)C,0.77106494,37 50 51 55,DEKOIS-27634,0
S(CC(=O)C1=C(C#N)C(N(N)C)N=C1)c1ccc(NC(=O)COC(=O)c2cc(OC)c(F)cc2)cc1,0.25072798,37 44 45 46,DEKOIS-27635,0
FC(=O)CC1C(=CC=CCC(=O)N=C2N(C)C=CS2)C(=Cc2conc2)C(=O)N1,0.39125612,34 44 45 46,DEKOIS-27637,0
S(=O)(=O)(N(C)C)NNC(=O)c1ccc(OCC(=O)n2c(CCN3C(C)=C(F)C=CC3)ccc2C)cc1,0.20374331,39 50 51 52,DEKOIS-27638,0
FC(=CC(=O)OC)C=1C(=O)OC=CC=1C[N+]C(C(=O)NCc1nc(-c2nccc(C#N)c2)sc1)C,0.29065022,42 47 48 49,DEKOIS-27639,0
FC1=C(C(=O)C([N+])C)C2N(C(=NC(=O)COC(=O)C=Cc3cn(-c4sccn4)cc3)NC(=O)C2)CC1,0.41926596,43 55 56 57,DEKOIS-27642,0
Fc1c2N(C(=O)c3c(C=4C(=O)NC(=O)C=4)cc(C(=O)N4NCC(O)C4)s3)CCN(CC)Cc2ccc1,0.16268446,38 48 49 50,DEKOIS-27643,0
Fc1c(OC)ccc(C(NC(=O)COC)=CC=C2C(=O)C3=NN(CC=CC(C)C)C(=O)N=C3S2)c1,0.64051086,43 46 50 49,DEKOIS-27647,0
FCC1=C2N(C(=O)CSC=C(C(=O)Nc3sc4c(n3)CCC(=C)C4)C(=O)OC(C)C(=O)N2)CCCC1,0.70583963,43 47 54 56,DEKOIS-27648,0
Fc1c(NC(=O)N(C(=O)NC2C(=O)N(CC(C)C)C(=O)C2)Cc2cscc2)cc(C(=O)N(C)C)cc1,0.38713098,41 59 58 60,DEKOIS-27649,0
S=C1N(Cc2cc(OC)c(OCC)cc2)C(=O)c2c(NC(=O)C=C=CN(C)C(=O)N1)ccc(F)c2,0.14360523,40 47 48 49,DEKOIS-27650,0
FC(OC(=O)N(Cc1ccc(OC)cc1)c1cc2NC(=O)C=CNCOC(=O)C=CCc2cc1)(C)C,0.19593337,44 52 53 54,DEKOIS-27651,0
FC1(C)Oc2c(OC)cc(cc2)C=CC(=O)C2(C(=O)NN=CC)Oc3c(N(C)C)ccc(c3C2)CO1,0.23569287,46 56 57 58,DEKOIS-27652,0
FC(=CC=CC(=O)c1ccc(N2C(=O)NC(=O)C2c2ccc(C(=O)OC)cc2)cc1)C=1C(O)=NCC=1,0.20386602,38 52 51 53,DEKOIS-27654,0
Fc1cc(C(OC)=CC=2NC(=O)C=C(NC(=O)C(Oc3ccc(C)cc3)C3ONOC3)C=2)ccc1,0.39134142,36 54 55 56,DEKOIS-27656,0
Fc1cc(OCC(=O)N2Cc3c(cc(OC(=O)c4c(O)c[nH]c4)cc3)CC2)cc(C(=O)NCC=C)c1,0.2506789,37 44 45 46,DEKOIS-27657,0
Fc1c(C(=O)Oc2c(OCC(=O)N3CCC3)cccc2)cc(NC(=O)C(=O)N(CC(C=C)=C)C)cc1,0.30079132,42 49 45 47,DEKOIS-27660,0
Fc1cc(OC(=O)c2c(NC(=O)CN3C(=O)C4(C(=CC)C(=C)OC(C)C4)NC3=O)cccc2)ccc1,0.48362347,42 45 48 47,DEKOIS-27661,0
Fc1cc(NC(=O)c2cc3C(=O)C(=Cc4c(CC(C=O)C)onc4)C(=O)Nc3cc2)c(OCC)cc1,0.25054321,38 48 43 49,DEKOIS-27662,0
Fc1c(OCC(=O)OC)ccc(Cc2cc(NC(=O)C(=O)N3CCN(C(=O)C=CC)CC3)ccc2)c1,0.41823852,45 47 46 48,DEKOIS-27664,0
Fc1c(C)c(C=CC(=O)COc2ccc(C3C(=O)N(CC(=O)N4CCOCC4)C(=O)N3)cc2)ccc1,0.41978872,41 45 46 47,DEKOIS-27668,0
Fc1c(OCc2c(C(=O)NC#N)cccc2)ccc(COC(=O)c2ccc(C(=O)OC)cc2)c1,0.20888062,35 44 45 46,DEKOIS-27669,0
Fc1c(COC=C2C(=NC(=O)C)ON=C2C(=O)Nc2c(C=O)cc(CCC)c(C)c2)ccc(C=O)c1,0.20910129,38 58 57 59,DEKOIS-27671,0
Fc1c(N2C(c3ccccc3)=NC=CC2=O)cc(NC(=O)COC(=O)c2cc(OC)ccc2)cc1,0.2506789,36 43 44 45,DEKOIS-27673,0
Fc1c2c(OC(=O)NC(C(=O)OCC(=O)N3CCCC3)CCCO)ccc(C=C(C#N)C)c2ccc1,0.71576083,42 50 49 56,DEKOIS-27674,0
Fc1cc2c(N(C(=O)NCCC(=O)NCC(Oc3cc4OCOc4cc3)C)C(c3occc3)C2)cc1,0.44077313,42 44 45 46,DEKOIS-27676,0
FC(C=CC=C1N(C)C(=N)CC1=O)=C1OCC(=O)NC(=O)C=CC(C(=O)OCC(C=C)=CC)=CC=C1,0.22926506,41 62 63 64,DEKOIS-27677,0
Fc1c(OCC=Cc2ccccc2)ccc(C(=O)CC=2C(=O)NC(=O)NC=2C)c1,0.50269842,33 38 39 40,DEKOIS-27678,0
Fc1c2OCCOc2cc(C(=O)NCc2cc(C(=O)N3C(c4cc(O)ncc4)COCC3)ccc2)c1,0.14684103,39 44 45 46,DEKOIS-27679,0
FCC=C1N(C2C(NC(=O)C(Oc3c(C=CC(=O)OC)c(C)cc(C)n3)C)=CC(=O)C2)CCOC1=C,0.43029439,46 56 53 58,DEKOIS-27680,0
O=C(OC)C(C(=O)N1CC(O)C(c2nc(C)c(CC=C)cn2)CC1)=Cc1c(OC)ccc(OC)c1,0.89524704,37 57 47 55,DEKOIS-27681,0
Fc1c(NC(=O)OC(C(=O)Nc2cc(C)c(C)cc2)C)ccc(N(C(=O)C(O)=C)C(=O)C(C=C)=C)c1,0.66185743,37 47 56 48,DEKOIS-27686,0
Fc1c(OC)c2OC(C(=O)OCCC(=O)Nc3c(-n4c[n+]cc4)cc(C=O)cc3)(C)CCc2cc1,0.24596776,38 52 51 53,DEKOIS-27687,0
Fc1c(NC(=O)C)cc2C(=O)OCC(=O)N(Cc3ccccc3)C(=O)C=CC(=O)Nc2c1,0.41962728,35 39 40 41,DEKOIS-27688,0
Fc1cc2OC=3C(CC)N(C)C(=O)C=3NC(=O)c3c(OC(=O)C=Cc2cc1)ccc(C(=O)NCC)c3,0.43121165,41 47 48 49,DEKOIS-27689,0
FC(C(=O)OC)=CC=1C(=O)C=CC(OC=2C(=O)N3C(C=C(CC)C)=CC=C(C(=O)[N+]C)C3=CN=2)=CC=1,0.46348572,44 50 51 52,DEKOIS-27690,0
Fc1c(C(NC(=O)C(=O)CC(=O)C(C=O)=Cc2cn(C=Nc3c(O)cccc3)cc2)CO)cccc1,0.38024086,41 44 51 45,DEKOIS-27692,0
Fc1c(OCCOc2c(OC)cccc2)cc(C(=O)NCC(=O)N2c3c(cccc3)CC2)cc1,0.2506789,36 45 46 47,DEKOIS-27693,0
